"Timestamp","TZ","SOLAR (W/m2)","RAINFALL (mm)","WIND SPEED (m/s)","WIND DIRN (DEG)","AIR TEMP (DEG)","VAPOUR PRESS (kPa)","ATM PRESS (kPa)","REL HUMID (%)","TB COUNT","TB rainfall mm (mm)"
2020/01/18 08:15:00.008,n,208,0,-1.8,2.5,22.2,2.47,99.5,1,0,0
2020/01/18 08:30:00.000,n,344,0,-1.8,2.6,23.1,2.53,99.49,1,0,0
2020/01/18 08:45:00.000,n,489,0,-1.7,2.4,24.2,2.66,99.51,1,0,0
2020/01/18 09:00:00.003,n,457,0,-1.8,2.7,24.8,2.77,99.54,0.997,0,0
2020/01/18 09:15:00.009,n,503,0,-1.5,3.1,25.7,2.78,99.54,0.987,0,0
2020/01/18 09:30:00.000,n,531,0,-1.9,2.1,26.1,2.76,99.52,0.946,0,0
2020/01/18 09:45:00.001,n,364,0,-1.8,2.4,26,2.71,99.51,0.939,0,0
2020/01/18 10:00:00.009,n,887,0,-1.4,2.3,27.3,2.7,99.48,0.89,0,0
2020/01/18 10:15:00.000,n,604,0,-1.8,2.6,27.5,2.71,99.48,0.881,0,0
2020/01/18 10:30:00.009,n,600,0,-1.9,2.3,27.6,2.72,99.48,0.884,0,0
2020/01/18 10:45:00.001,n,328,0,-2,2.5,27.1,2.66,99.51,0.875,0,0
2020/01/18 11:00:00.002,n,456,0,-1.7,2.2,27,2.62,99.5,0.861,0,0
2020/01/18 11:15:00.001,n,417,0,-1.8,2.4,27.3,2.66,99.49,0.856,0,0
2020/01/18 11:30:00.001,n,412,0,-1.8,2.3,27.6,2.68,99.48,0.843,0,0
2020/01/18 11:45:00.000,n,775,0,-1.9,2.3,28.9,2.78,99.44,0.818,0,0
2020/01/18 12:00:00.008,n,533,0,-2.1,2.5,28.8,2.75,99.43,0.83,0,0
2020/01/18 12:15:00.008,n,497,0,-1.8,2.5,28.7,2.72,99.41,0.823,0,0
2020/01/18 12:30:00.000,n,329,0,-1.8,2.3,28.3,2.7,99.44,0.822,0,0
2020/01/18 12:45:00.001,n,381,0,-1.4,2.5,28.2,2.68,99.43,0.822,0,0
2020/01/18 13:00:00.000,n,352,0,-1.2,2.7,27.9,2.71,99.4,0.825,0,0
2020/01/18 13:15:00.000,n,334,0,-2.2,2,27.4,2.67,99.37,0.844,0,0
2020/01/18 13:30:00.016,n,777,0,-1.5,1.9,28.5,2.73,99.38,0.813,0,0
2020/01/18 13:45:00.000,n,912,0,-2.1,2.1,29.4,2.81,99.36,0.805,0,0
2020/01/18 14:00:00.000,n,670,0,-1.2,2.3,29.8,2.84,99.34,0.804,0,0
2020/01/18 14:15:00.015,n,492,0,-1.9,1.7,29.8,2.82,99.35,0.805,0,0
2020/01/18 14:30:00.007,n,399,0.017,-1.7,2.2,29.1,2.79,99.35,0.805,0,0
2020/01/18 14:45:00.000,n,211,0.204,-1.9,2.3,26.9,2.75,99.35,0.878,0,0
2020/01/18 15:00:00.015,n,420,0,-2.2,1.5,26.6,2.7,99.34,0.859,0,0
2020/01/18 15:15:00.000,n,711,0,-2,1.8,28.3,2.78,99.32,0.803,0,0
2020/01/18 15:30:00.000,n,407,0,-1.3,2.2,28.5,2.79,99.32,0.818,0,0
2020/01/18 15:45:00.000,n,433,0,-2.1,1.2,28.6,2.75,99.3,0.801,0,0
2020/01/18 16:00:00.000,n,360,0,-2.2,1.4,28.4,2.76,99.29,0.814,0,0
2020/01/18 16:15:00.000,n,390,0,-2.5,2.3,28.1,2.77,99.29,0.827,0,0
2020/01/18 16:30:00.015,n,274,0,-1,3.6,27.6,2.72,99.3,0.831,0,0
2020/01/18 16:45:00.000,n,262,0,-2.6,1.7,27.4,2.67,99.31,0.822,0,0
2020/01/18 17:00:00.001,n,308,0,-2.5,2.2,27.8,2.73,99.32,0.823,0,0
2020/01/18 17:15:00.000,n,173,0,-1.7,2.6,27.1,2.75,99.33,0.854,0,0
2020/01/18 17:30:00.000,n,93,3.689,-2.3,2.5,25.2,2.71,99.37,0.905,30,6
2020/01/18 17:45:00.000,n,44,4.743,-2,2.5,23.5,2.66,99.42,0.965,25,5
2020/01/18 18:00:00.007,n,31,2.091,-1.9,2.5,23.2,2.66,99.43,0.956,11,2.2
2020/01/18 18:15:00.000,n,22,0.51,-1.6,2.5,23.1,2.68,99.44,0.962,3,0.6
2020/01/18 18:30:00.000,n,8,0.051,-1.7,2.3,23,2.69,99.45,0.965,0,0
2020/01/18 18:45:00.000,n,5,0,-1.8,2.5,22.8,2.69,99.45,0.975,0,0
2020/01/18 19:00:00.000,n,1,0.017,-1.8,2.4,22.7,2.67,99.48,0.976,0,0
2020/01/18 19:15:00.001,n,0,0,-1.8,2.3,22.6,2.66,99.51,0.981,0,0
2020/01/18 19:30:00.002,n,0,0.017,-2,2.4,22.5,2.65,99.52,0.98,0,0
2020/01/18 19:45:00.001,n,0,0,-1.8,2.5,22.4,2.65,99.53,0.981,0,0
2020/01/18 20:00:00.000,n,0,0,-1.9,2.4,22.4,2.64,99.57,0.977,0,0
2020/01/18 20:15:00.009,n,0,0,-1.9,2.4,22.4,2.65,99.57,0.981,0,0
2020/01/18 20:30:00.000,n,0,0,-2.1,2.3,22.5,2.67,99.57,0.98,0,0
2020/01/18 20:45:00.000,n,0,0.051,-1.9,2.4,22.5,2.67,99.57,0.983,0,0
2020/01/18 21:00:00.008,n,0,0,-1.8,2.4,22.4,2.67,99.57,0.984,0,0
2020/01/18 21:15:00.003,n,0,0,-1.9,2.4,22.3,2.66,99.58,0.983,0,0
2020/01/18 21:30:00.000,n,0,0.017,-2,2.6,22.2,2.64,99.59,0.98,0,0
2020/01/18 21:45:00.009,n,0,0,-1.9,2.3,22.2,2.64,99.6,0.978,0,0
2020/01/18 22:00:00.000,n,0,0,-2,2.4,22.2,2.65,99.59,0.982,0,0
2020/01/18 22:15:00.000,n,0,0,-2,2.2,22.2,2.65,99.56,0.987,0,0
2020/01/18 22:30:00.007,n,0,0.017,-2,2.4,22.1,2.64,99.58,0.985,0,0
2020/01/18 22:45:00.000,n,0,0,-1.9,2.3,22.2,2.65,99.58,0.985,0,0
2020/01/18 23:00:00.000,n,0,0,-2.2,2.5,22.2,2.65,99.55,0.988,0,0
2020/01/18 23:15:00.008,n,0,0.68,-2,2.4,22.3,2.66,99.53,0.984,4,0.8
2020/01/18 23:30:00.000,n,0,0,-2,2.5,22.3,2.67,99.51,0.988,0,0
2020/01/18 23:45:00.000,n,0,0.017,-2.1,2.4,22.3,2.68,99.51,0.988,0,0
2020/01/19 00:00:00.000,n,0,0,-2.2,2.5,22.3,2.68,99.5,0.991,0,0
2020/01/19 00:15:00.008,n,0,0,-1.7,2.6,22.2,2.68,99.52,0.99,0,0
2020/01/19 00:30:00.001,n,0,0,-2,2.4,22.2,2.67,99.52,0.987,0,0
2020/01/19 00:45:00.008,n,0,0.017,-1.9,2.3,22.2,2.67,99.51,0.986,0,0
2020/01/19 01:00:00.000,n,0,0,-1.9,2.6,22.3,2.68,99.49,0.984,0,0
2020/01/19 01:15:00.000,n,0,0,-1.9,2.5,22.3,2.69,99.47,0.988,0,0
2020/01/19 01:30:00.007,n,0,0,-2,2.4,22.3,2.69,99.47,0.991,0,0
2020/01/19 01:45:00.007,n,0,0.017,-1.9,2.6,22.2,2.68,99.45,0.993,0,0
2020/01/19 02:00:00.000,n,0,0,-2,2.4,22.2,2.68,99.44,0.993,0,0
2020/01/19 02:15:00.015,n,0,0,-1.8,2.3,22.2,2.67,99.42,0.993,0,0
2020/01/19 02:30:00.000,n,0,2.958,-1.8,2.6,22.2,2.67,99.44,0.993,16,3.2
2020/01/19 02:45:00.000,n,0,0.187,-2,2.5,22.3,2.68,99.42,0.997,1,0.2
2020/01/19 03:00:00.000,n,0,0.153,-1.9,2.6,22.2,2.67,99.44,0.999,1,0.2
2020/01/19 03:15:00.000,n,0,0.068,-2.1,2.3,22.2,2.67,99.42,0.999,1,0.2
2020/01/19 03:30:00.000,n,0,0,-1.7,2.5,22.1,2.66,99.4,1,0,0
2020/01/19 03:45:00.009,n,0,0.034,-1.9,2.4,22.1,2.67,99.39,0.999,0,0
2020/01/19 04:00:00.000,n,0,0.051,-2,2.5,22.1,2.67,99.39,0.995,0,0
2020/01/19 04:15:00.000,n,0,0.017,-1.9,2.4,22.2,2.68,99.39,0.994,0,0
2020/01/19 04:30:00.008,n,0,0,-1.9,2.4,22.1,2.67,99.41,0.996,0,0
2020/01/19 04:45:00.000,n,0,0,-1.9,2.3,22.1,2.67,99.44,0.992,0,0
2020/01/19 05:00:00.000,n,0,0.017,-1.9,2.4,22.1,2.68,99.45,0.996,0,0
2020/01/19 05:15:00.008,n,1,0,-1.9,2.5,22.1,2.67,99.49,0.996,0,0
2020/01/19 05:30:00.000,n,5,0,-2,2.3,22.2,2.68,99.51,0.997,0,0
2020/01/19 05:45:00.000,n,16,0,-1.6,2.5,22.3,2.69,99.53,1,0,0
2020/01/19 06:00:00.007,n,45,0,-1.8,2.5,22.5,2.69,99.55,1,1,0.2
2020/01/19 06:15:00.000,n,136,0,-1.4,3,23.6,2.7,99.56,1,0,0
2020/01/19 06:30:00.000,n,172,0,-1.5,3,24.5,2.72,99.58,1,0,0
2020/01/19 06:45:00.016,n,171,0,-1.4,3.2,24.6,2.7,99.61,1,0,0
2020/01/19 07:00:00.008,n,189,0,-1.6,2.5,24.8,2.72,99.63,1,0,0
2020/01/19 07:15:00.000,n,195,0,-1.8,2.7,24.8,2.74,99.63,1,0,0
2020/01/19 07:30:00.009,n,208,0,-1.8,2.6,24.9,2.8,99.64,1,0,0
2020/01/19 07:45:00.000,n,319,0,-1.5,3.4,26,2.92,99.63,1,0,0
2020/01/19 08:00:00.000,n,417,0,-1.6,2.8,27.1,3.1,99.64,1,0,0
2020/01/19 08:15:00.008,n,428,0,-1.7,2.8,28,3.25,99.63,0.998,0,0
2020/01/19 08:30:00.000,n,544,0,-1.6,3.3,29.1,3.28,99.62,0.975,0,0
2020/01/19 08:45:00.000,n,575,0,-1.5,3.1,29.7,3.29,99.63,0.972,0,0
2020/01/19 09:00:00.011,n,562,0,-1.7,3.1,30.1,3.28,99.62,0.959,0,0
2020/01/19 09:15:00.006,n,376,0,-1.7,2.7,29.4,3.19,99.64,0.949,0,0
2020/01/19 09:30:00.000,n,270,0,-1.9,2.7,28.7,3.07,99.65,0.912,0,0
2020/01/19 09:45:00.007,n,218,0,-1.9,2.5,28.1,2.96,99.66,0.873,0,0
2020/01/19 10:00:00.000,n,381,0,-1.9,2.8,28.5,2.99,99.65,0.876,0,0
2020/01/19 10:15:00.000,n,443,0,-1.8,2.4,29.1,2.99,99.66,0.85,0,0
2020/01/19 10:30:00.008,n,481,0,-1.8,2.8,29.1,2.94,99.63,0.833,0,0
2020/01/19 10:45:00.008,n,960,0,-1,2.8,30.6,3.01,99.6,0.79,0,0
2020/01/19 11:00:00.000,n,991,0,-1.8,2.5,31.7,3.05,99.6,0.763,0,0
2020/01/19 11:15:00.014,n,1052,0,-1.8,2.6,32.8,3.04,99.59,0.733,0,0
2020/01/19 11:30:00.005,n,1158,0,-2.1,2.2,33.6,3.01,99.57,0.692,0,0
2020/01/19 11:45:00.000,n,1146,0,-1.4,1.9,33.9,2.97,99.57,0.68,0,0
2020/01/19 12:00:00.009,n,847,0,-1.4,2.4,32.900002,2.87,99.57,0.698,0,0
2020/01/19 12:15:00.009,n,178,0,-1.8,2.2,31.3,2.79,99.6,0.719,0,0
2020/01/19 12:30:00.001,n,109,0,-1.9,2.4,29.7,2.67,99.58,0.731,0,0
2020/01/19 12:45:00.009,n,337,0,-2,2.3,29.3,2.63,99.53,0.737,0,0
2020/01/19 13:00:00.001,n,871,0,-2.2,2.3,30.5,2.67,99.5,0.727,0,0
2020/01/19 13:15:00.000,n,1089,0,-1.2,1.9,31.9,2.84,99.49,0.713,0,0
2020/01/19 13:30:00.008,n,948,0,-2.3,2,32.5,2.98,99.46,0.722,0,0
2020/01/19 13:45:00.007,n,596,0,-2.3,1.2,31.7,2.94,99.44,0.748,0,0
2020/01/19 14:00:00.000,n,739,0,-2,1.9,31.9,2.87,99.44,0.714,0,0
2020/01/19 14:15:00.000,n,474,0,-0.8,2.2,31.3,2.82,99.46,0.722,0,0
2020/01/19 14:30:00.000,n,422,0,-1.9,1.7,30.8,2.77,99.47,0.723,0,0
2020/01/19 14:45:00.000,n,333,0,-1.7,2.3,30.6,2.75,99.45,0.719,0,0
2020/01/19 15:00:00.000,n,616,0,-2.4,2,31.1,2.82,99.44,0.721,0,0
2020/01/19 15:15:00.000,n,773,0.068,-2.4,1.1,31.1,3.14,99.44,0.838,0,0
2020/01/19 15:30:00.001,n,628,0.017,-1.7,1.8,31,3.08,99.44,0.816,0,0
2020/01/19 15:45:00.000,n,587,0,-1.6,2.3,30.9,3.03,99.43,0.8,0,0
2020/01/19 16:00:00.000,n,596,0,-2,1.5,31,3.03,99.42,0.789,0,0
2020/01/19 16:15:00.000,n,306,0,-0.6,3.3,30.2,3.03,99.43,0.819,0,0
2020/01/19 16:30:00.016,n,170,0,-2,1.8,29,2.93,99.45,0.816,0,0
2020/01/19 16:45:00.000,n,107,0,-1.7,2.5,28.2,2.87,99.47,0.813,0,0
2020/01/19 17:00:00.000,n,94,0,-2.3,2.4,27.6,2.85,99.47,0.818,0,0
2020/01/19 17:15:00.007,n,83,0,-2.3,2.4,27.2,2.82,99.47,0.814,0,0
2020/01/19 17:30:00.000,n,81,0,-1.1,2.3,27,2.82,99.49,0.826,0,0
2020/01/19 17:45:00.000,n,90,0,-2.4,2,26.9,2.84,99.5,0.832,0,0
2020/01/19 18:00:00.008,n,57,0,-1.5,2.3,26.7,2.83,99.52,0.83,0,0
2020/01/19 18:15:00.000,n,48,0,-2.1,2,26.6,2.81,99.53,0.827,0,0
2020/01/19 18:30:00.000,n,22,0,-2.1,1.9,26.3,2.8,99.53,0.829,0,0
2020/01/19 18:45:00.009,n,11,0,-1.8,2.3,26.1,2.79,99.55,0.832,0,0
2020/01/19 19:00:00.000,n,1,0,-2.3,3,25.9,2.8,99.58,0.837,0,0
2020/01/19 19:15:00.000,n,0,0,-1.8,2.7,25.9,2.83,99.62,0.845,0,0
2020/01/19 19:30:00.017,n,0,0,-2.2,2.4,25.9,2.84,99.65,0.849,0,0
2020/01/19 19:45:00.000,n,0,0,-2,3.2,25.8,2.85,99.66,0.854,0,0
2020/01/19 20:00:00.000,n,0,0,-2.1,2.4,25.7,2.86,99.67,0.861,0,0
2020/01/19 20:15:00.015,n,0,0,-1.7,2.6,25.6,2.87,99.68,0.867,0,0
2020/01/19 20:30:00.000,n,0,0,-1.9,2.1,25.6,2.87,99.69,0.869,0,0
2020/01/19 20:45:00.000,n,0,0,-2.1,2.7,25.6,2.89,99.69,0.873,0,0
2020/01/19 21:00:00.016,n,0,0,-1.8,2.4,25.7,2.93,99.72,0.879,0,0
2020/01/19 21:15:00.000,n,0,0,-2.1,2.3,25.8,2.96,99.73,0.885,0,0
2020/01/19 21:30:00.000,n,0,0.119,-2.3,2.6,25.7,2.98,99.73,0.899,0,0
2020/01/19 21:45:00.006,n,0,0.136,-2.2,2.2,25.3,2.99,99.73,0.923,1,0.2
2020/01/19 22:00:00.010,n,0,0,-2,2.6,25.2,3,99.72,0.93,0,0
2020/01/19 22:15:00.000,n,0,0,-2.1,2.7,25.1,3,99.72,0.928,0,0
2020/01/19 22:30:00.016,n,0,0,-2.1,2.5,25.2,3.01,99.72,0.931,0,0
2020/01/19 22:45:00.000,n,0,0,-1.8,2.3,25.2,3.01,99.72,0.927,0,0
2020/01/19 23:00:00.001,n,0,0,-2.2,2.7,25.1,3,99.71,0.929,0,0
2020/01/19 23:15:00.016,n,0,0,-1.9,2.6,25.1,2.99,99.7,0.923,0,0
2020/01/19 23:30:00.000,n,0,0,-1.9,2.4,25.2,3,99.69,0.92,0,0
2020/01/19 23:45:00.000,n,0,0,-2.8,2.7,25.2,3,99.69,0.921,0,0
2020/01/20 00:00:00.016,n,0,0,-1.9,2.5,25.1,3,99.68,0.923,0,0
2020/01/20 00:15:00.000,n,0,0,-1.8,2.6,25.1,2.99,99.66,0.925,0,0
2020/01/20 00:30:00.000,n,0,0,-2,2.4,25.1,2.99,99.65,0.921,0,0
2020/01/20 00:45:00.007,n,0,0,-1.9,2.4,25.1,2.98,99.64,0.916,0,0
2020/01/20 01:00:00.008,n,0,0,-1.9,2.4,25,2.96,99.65,0.914,0,0
2020/01/20 01:15:00.000,n,0,0,-2.2,2.4,25,2.95,99.64,0.916,0,0
2020/01/20 01:30:00.016,n,0,0,-2,2.4,25,2.97,99.64,0.916,0,0
2020/01/20 01:45:00.007,n,0,0,-1.8,2.3,25.1,2.96,99.65,0.913,0,0
2020/01/20 02:00:00.000,n,0,0,-2,2.4,25.2,2.96,99.65,0.909,0,0
2020/01/20 02:15:00.001,n,0,0,-1.8,2.3,25.3,2.96,99.65,0.91,0,0
2020/01/20 02:30:00.000,n,0,0,-1.8,2.3,25.3,2.96,99.63,0.909,0,0
2020/01/20 02:45:00.000,n,0,0,-1.8,2.5,25.3,2.96,99.64,0.908,0,0
2020/01/20 03:00:00.008,n,0,0,-3,3,25.3,2.96,99.66,0.909,0,0
2020/01/20 03:15:00.000,n,0,0,-1.9,2.4,25.3,2.95,99.66,0.909,0,0
2020/01/20 03:30:00.000,n,0,0,-1.8,2.4,25.3,2.95,99.66,0.908,0,0
2020/01/20 03:45:00.015,n,0,0,-1.9,2.6,25.3,2.94,99.67,0.91,0,0
2020/01/20 04:00:00.000,n,0,0,-1.8,2.5,25.2,2.93,99.69,0.912,0,0
2020/01/20 04:15:00.000,n,0,0,-1.8,2.5,25.1,2.93,99.7,0.911,0,0
2020/01/20 04:30:00.008,n,0,0,-1.7,2.4,25.1,2.92,99.71,0.913,0,0
2020/01/20 04:45:00.000,n,0,0,-1.7,2.5,25,2.92,99.73,0.914,0,0
2020/01/20 05:00:00.000,n,0,0,-1.7,2.4,25,2.91,99.73,0.914,0,0
2020/01/20 05:15:00.008,n,1,0,-2,2.3,25,2.91,99.74,0.917,0,0
2020/01/20 05:30:00.008,n,8,0,-2,2.4,24.8,2.9,99.74,0.922,0,0
2020/01/20 05:45:00.000,n,23,0,-1.6,2.3,24.8,2.89,99.76,0.924,0,0
2020/01/20 06:00:00.008,n,61,0,-1.4,3.1,25.4,2.91,99.78,0.926,0,0
2020/01/20 06:15:00.000,n,108,0,-1.3,3.5,26.8,3.03,99.8,0.938,0,0
2020/01/20 06:30:00.000,n,151,0,-1.3,3.4,28.1,3.11,99.81,0.935,0,0
2020/01/20 06:45:00.007,n,166,0,-1.4,2.6,28.3,3.14,99.84,0.925,0,0
2020/01/20 07:00:00.000,n,200,0,-1.5,3.1,28.7,3.11,99.84,0.906,0,0
2020/01/20 07:15:00.000,n,251,0,-1.4,3.1,29.3,3.11,99.84,0.889,0,0
2020/01/20 07:30:00.001,n,329,0,-1.4,2.8,30.5,3.18,99.85,0.875,0,0
2020/01/20 07:45:00.009,n,418,0,-1.8,2.9,31.6,3.22,99.87,0.851,0,0
2020/01/20 08:00:00.000,n,267,0,-1.7,2.8,30.9,3.14,99.89,0.837,0,0
2020/01/20 08:15:00.009,n,224,0,-2.1,2.7,30.3,3.08,99.89,0.826,0,0
2020/01/20 08:30:00.001,n,408,0,-1.4,2.8,31,3.07,99.89,0.815,0,0
2020/01/20 08:45:00.000,n,416,0,-1.4,3.2,31.6,3.14,99.9,0.809,0,0
2020/01/20 09:00:00.008,n,428,0,-1.6,3.2,31.9,3.15,99.9,0.807,0,0
2020/01/20 09:15:00.000,n,515,0,-1.8,2.6,32.099998,3.16,99.88,0.792,0,0
2020/01/20 09:30:00.000,n,467,0,-1.5,2.9,32.3,3.08,99.9,0.754,0,0
2020/01/20 09:45:00.014,n,418,0,-1.8,2.6,32.5,3.09,99.9,0.753,0,0
2020/01/20 10:00:00.006,n,595,0,-1.8,2.8,33,3.08,99.91,0.735,0,0
2020/01/20 10:15:00.000,n,492,0,-1.8,2.6,33.2,3.06,99.92,0.723,0,0
2020/01/20 10:30:00.008,n,852,0,-1.8,2.8,34.1,3.06,99.88,0.693,0,0
2020/01/20 10:45:00.001,n,657,0,-2,2.3,34.3,3.08,99.86,0.699,0,0
2020/01/20 11:00:00.002,n,790,0,-1.8,2.5,35,3.1,99.84,0.664,0,0
2020/01/20 11:15:00.009,n,697,0,-1.7,2.3,35.5,3.09,99.83,0.649,0,0
2020/01/20 11:30:00.001,n,943,0,-1.7,2.1,35.8,3.12,99.81,0.654,0,0
2020/01/20 11:45:00.000,n,554,0,-1.4,2.5,34.8,3.27,99.81,0.727,0,0
2020/01/20 12:00:00.016,n,866,0,-0.2,0.8,34.3,3.31,99.77,0.738,0,0
2020/01/20 12:15:00.000,n,975,0,-1.8,2.3,34.4,3.34,99.76,0.722,0,0
2020/01/20 12:30:00.000,n,766,0,-2.1,2.2,33.8,3.31,99.75,0.742,0,0
2020/01/20 12:45:00.016,n,606,0,-2.1,2.5,33.099998,3.29,99.73,0.759,0,0
2020/01/20 13:00:00.000,n,217,0,-1.7,2.2,31.8,3.22,99.73,0.774,0,0
2020/01/20 13:15:00.000,n,240,0.051,-1.7,1.8,31.3,3.22,99.7,0.787,0,0
2020/01/20 13:30:00.000,n,270,0.272,-1.7,2.2,30.2,3.25,99.68,0.846,1,0.2
2020/01/20 13:45:00.000,n,266,0.085,-1.7,2.4,29,3.2,99.64,0.867,1,0.2
2020/01/20 14:00:00.003,n,186,0.476,-1.3,2.2,28.8,3.2,99.64,0.853,3,0.6
2020/01/20 14:15:00.002,n,228,0.357,-2.1,2.5,27.7,3.23,99.61,0.927,1,0.2
2020/01/20 14:30:00.001,n,340,0,-1.7,2.3,27.9,3.18,99.59,0.878,1,0.2
2020/01/20 14:45:00.002,n,162,0,-1.8,2.5,28.1,3.15,99.59,0.838,0,0
2020/01/20 15:00:00.002,n,151,0,-1.6,2.4,28.4,3.16,99.58,0.835,0,0
2020/01/20 15:15:00.001,n,121,0.051,-1.6,2.5,28.4,3.12,99.55,0.823,0,0
2020/01/20 15:30:00.000,n,78,0,-1.8,2.3,28.2,3.08,99.54,0.823,0,0
2020/01/20 15:45:00.017,n,49,0.017,-2.1,2.1,27.9,3.06,99.59,0.826,0,0
2020/01/20 16:00:00.001,n,58,0,-1.8,2.5,27.8,3.06,99.6,0.83,0,0
2020/01/20 16:15:00.000,n,67,3.417,-2.9,2.6,27.4,2.98,99.7,0.865,14,2.8
2020/01/20 16:30:00.000,n,237,1.19,-2.6,2.8,24.6,2.66,99.67,0.996,6,1.2
2020/01/20 16:45:00.008,n,43,0.493,-1.9,2.5,23.6,2.62,99.68,0.916,2,0.4
2020/01/20 17:00:00.000,n,45,2.091,-1.9,2.4,23.4,2.65,99.7,0.922,14,2.8
2020/01/20 17:15:00.001,n,107,0.085,-0.4,3.7,23.5,2.71,99.66,0.954,1,0.2
2020/01/20 17:30:00.008,n,74,0.017,-3,2.6,23.9,2.79,99.66,0.928,0,0
2020/01/20 17:45:00.000,n,29,0,-2.8,2.5,24.2,2.86,99.64,0.92,0,0
2020/01/20 18:00:00.016,n,48,0,-1.8,2.3,24.7,2.95,99.62,0.925,0,0
2020/01/20 18:15:00.001,n,36,0,-2.1,2.4,25,3.03,99.69,0.943,0,0
2020/01/20 18:30:00.000,n,26,0,-3.2,2.6,25.2,3.07,99.72,0.945,0,0
2020/01/20 18:45:00.007,n,7,0,-2.1,2.5,25.3,3.1,99.76,0.944,0,0
2020/01/20 19:00:00.007,n,1,0,-1.8,2.4,25.2,3.1,99.78,0.953,0,0
2020/01/20 19:15:00.000,n,0,0,-2,2.2,24.9,3.04,99.79,0.961,0,0
2020/01/20 19:30:00.000,n,0,0,-2.2,2.8,24.5,2.95,99.8,0.949,0,0
2020/01/20 19:45:00.000,n,0,0,-2,2,24.3,2.9,99.82,0.943,0,0
2020/01/20 20:00:00.000,n,0,0,-1.9,2.4,24.2,2.87,99.85,0.935,0,0
2020/01/20 20:15:00.016,n,0,0,-1.9,2.6,24.1,2.83,99.87,0.923,0,0
2020/01/20 20:30:00.000,n,0,0,-2.7,2.3,24.1,2.81,99.92,0.917,0,0
2020/01/20 20:45:00.000,n,0,0,-2.3,2.4,24.1,2.8,99.95,0.911,0,0
2020/01/20 21:00:00.016,n,0,0,-1.6,2.2,24.1,2.8,99.96,0.913,0,0
2020/01/20 21:15:00.000,n,0,0,-1.9,2.2,24.2,2.82,99.97,0.915,0,0
2020/01/20 21:30:00.000,n,0,0,-2,2.5,24.2,2.83,99.98,0.918,0,0
2020/01/20 21:45:00.015,n,0,0,-1.7,2.6,24.3,2.83,99.97,0.914,0,0
2020/01/20 22:00:00.000,n,0,0,-1.4,2,24.4,2.85,99.96,0.911,0,0
2020/01/20 22:15:00.000,n,0,0,-1.8,2.5,24.6,2.87,99.96,0.91,0,0
2020/01/20 22:30:00.011,n,0,0,-2.1,2.4,24.6,2.89,99.97,0.914,0,0
2020/01/20 22:45:00.000,n,0,0,-2.1,2.4,24.9,2.93,99.96,0.915,0,0
2020/01/20 23:00:00.001,n,0,0,-2,2.4,25.1,3,99.95,0.918,0,0
2020/01/20 23:15:00.000,n,0,0,-1.9,2.5,25.4,3.06,99.95,0.924,0,0
2020/01/20 23:30:00.002,n,0,0,-1.5,2.3,25.5,3.1,99.94,0.929,0,0
2020/01/20 23:45:00.001,n,0,0,-1.9,2.5,25.6,3.11,99.94,0.932,0,0
2020/01/21 00:00:00.001,n,0,0,-1.9,2.4,25.6,3.11,99.93,0.934,0,0
2020/01/21 00:15:00.000,n,0,0,-2,2.3,25.7,3.12,99.91,0.934,0,0
2020/01/21 00:30:00.000,n,0,0,-2,2.4,25.7,3.12,99.9,0.935,0,0
2020/01/21 00:45:00.016,n,0,0,-1.9,2.6,25.7,3.11,99.89,0.932,0,0
2020/01/21 01:00:00.007,n,0,0,-2.1,2.3,25.6,3.1,99.88,0.929,0,0
2020/01/21 01:15:00.000,n,0,0,-1.7,2.5,25.6,3.08,99.87,0.924,0,0
2020/01/21 01:30:00.000,n,0,0,-2,2.4,25.7,3.08,99.86,0.922,0,0
2020/01/21 01:45:00.000,n,0,0,-1.7,2.5,25.7,3.06,99.85,0.914,0,0
2020/01/21 02:00:00.001,n,0,0,-2,2.5,25.6,3.05,99.84,0.918,0,0
2020/01/21 02:15:00.016,n,0,0,-1.7,2.4,25.5,3.04,99.83,0.921,0,0
2020/01/21 02:30:00.000,n,0,0,-1.7,2.7,25.4,3.03,99.82,0.924,0,0
2020/01/21 02:45:00.001,n,0,0,-1.8,2.6,25.3,3.02,99.82,0.929,0,0
2020/01/21 03:00:00.001,n,0,0,-2.1,2.5,25.1,3.01,99.82,0.931,0,0
2020/01/21 03:15:00.000,n,0,0,-1.8,2.4,25,3,99.82,0.934,0,0
2020/01/21 03:30:00.000,n,0,0,-1.9,2.4,24.9,2.98,99.83,0.935,0,0
2020/01/21 03:45:00.009,n,0,0,-2,2.4,24.8,2.97,99.87,0.937,0,0
2020/01/21 04:00:00.000,n,0,0,-1.8,2.4,24.7,2.96,99.92,0.935,0,0
2020/01/21 04:15:00.000,n,0,0,-1.9,2.4,24.6,2.95,99.94,0.936,0,0
2020/01/21 04:30:00.009,n,0,0,-2.1,2.6,24.5,2.93,99.94,0.939,0,0
2020/01/21 04:45:00.000,n,0,0,-2,2.3,24.5,2.92,99.95,0.937,0,0
2020/01/21 05:00:00.000,n,0,0,-2,2.4,24.4,2.9,99.96,0.942,0,0
2020/01/21 05:15:00.008,n,1,0,-2,2.4,24.2,2.89,99.97,0.945,0,0
2020/01/21 05:30:00.000,n,1,0,-2.1,2.5,24.3,2.88,99.99,0.94,0,0
