"Timestamp","TZ","SOLAR (W/m2)","RAINFALL (mm)","WIND SPEED (m/s)","WIND DIRN (DEG)","AIR TEMP (DEG)","VAPOUR PRESS (kPa)","ATM PRESS (kPa)","REL HUMID (%)","TB COUNT","TB rainfall mm (mm)"
2019/11/23 08:00:00.000,n,441,0,-1.9,2.6,27.9,1.99,100.82,0.634,0,0
2019/11/23 08:15:00.010,n,452,0,-1.9,3.2,28.4,1.92,100.81,0.609,0,0
2019/11/23 08:30:00.000,n,657,0,-1.8,2.7,29.8,1.98,100.8,0.588,0,0
2019/11/23 08:45:00.000,n,483,0,-1.6,3.2,29.5,1.88,100.81,0.572,0,0
2019/11/23 09:00:00.002,n,794,0,-1.9,2.5,30.1,1.89,100.79,0.558,0,0
2019/11/23 09:15:00.000,n,862,0,-1.6,2.8,30.2,1.87,100.78,0.542,0,0
2019/11/23 09:30:00.000,n,919,0,-1.9,2.7,30.6,1.85,100.76,0.523,0,0
2019/11/23 09:45:00.009,n,936,0,-2.2,2.8,31.6,1.84,100.76,0.496,0,0
2019/11/23 10:00:00.010,n,841,0,-2,2.5,31.4,1.82,100.75,0.487,0,0
2019/11/23 10:15:00.004,n,924,0,-1.4,2.4,31.1,1.78,100.73,0.481,0,0
2019/11/23 10:30:00.014,n,994,0,-1.8,2.6,31.1,1.73,100.71,0.462,0,0
2019/11/23 10:45:00.000,n,1017,0,-2.2,2.4,31,1.75,100.68,0.462,0,0
2019/11/23 11:00:00.001,n,1028,0,-2.1,2.7,30.9,1.76,100.66,0.468,0,0
2019/11/23 11:15:00.003,n,1041,0,-1.9,1.5,30.8,1.74,100.64,0.455,0,0
2019/11/23 11:30:00.005,n,1046,0,-2,0.9,30.3,1.73,100.63,0.462,0,0
2019/11/23 11:45:00.000,n,1048,0,-1.5,2.5,30.1,1.71,100.61,0.456,0,0
2019/11/23 12:00:00.001,n,1046,0,-1.9,-1,30.3,1.71,100.58,0.453,0,0
2019/11/23 12:15:00.011,n,1040,0,-0.9,2.1,30.3,1.73,100.57,0.46,0,0
2019/11/23 12:30:00.000,n,1032,0,-2.2,1,30.4,1.72,100.55,0.445,0,0
2019/11/23 12:45:00.001,n,1018,0,-2.3,1.7,30.4,1.69,100.53,0.449,0,0
2019/11/23 13:00:00.003,n,996,0,-2.2,1.8,30.7,1.69,100.51,0.438,0,0
2019/11/23 13:15:00.000,n,974,0,-2.2,1.9,30.9,1.69,100.49,0.435,0,0
2019/11/23 13:30:00.011,n,946,0,-1.4,0.9,31.4,1.71,100.46,0.432,0,0
2019/11/23 13:45:00.004,n,916,0,-2.4,1.7,31.5,1.69,100.45,0.427,0,0
2019/11/23 14:00:00.000,n,881,0,-2.5,1.2,31.7,1.67,100.43,0.415,0,0
2019/11/23 14:15:00.010,n,840,0,-2.6,1.8,31.8,1.63,100.42,0.408,0,0
2019/11/23 14:30:00.003,n,800,0,-2.3,1.1,31.6,1.56,100.41,0.395,0,0
2019/11/23 14:45:00.000,n,756,0,-1,1,31.4,1.51,100.39,0.39,0,0
2019/11/23 15:00:00.009,n,707,0,-0.9,0.7,31.4,1.52,100.36,0.388,0,0
2019/11/23 15:15:00.003,n,657,0,-2.4,1.4,31.4,1.59,100.34,0.404,0,0
2019/11/23 15:30:00.000,n,605,0,-3,1.3,30.8,1.58,100.32,0.422,0,0
2019/11/23 15:45:00.004,n,552,0,-3.1,-1.7,30.2,1.58,100.31,0.438,0,0
2019/11/23 16:00:00.001,n,494,0,-1.3,0.8,30,1.6,100.31,0.434,0,0
2019/11/23 16:15:00.000,n,437,0,-2.5,1.4,29.5,1.62,100.31,0.46,0,0
2019/11/23 16:30:00.009,n,380,0,-2.3,0.9,29.1,1.64,100.3,0.468,0,0
2019/11/23 16:45:00.003,n,320,0,-2,1,29,1.67,100.3,0.479,0,0
2019/11/23 17:00:00.000,n,261,0,-1.5,0.4,28.6,1.75,100.32,0.516,0,0
2019/11/23 17:15:00.010,n,206,0,-1.6,0.5,27.7,1.8,100.35,0.548,0,0
2019/11/23 17:30:00.002,n,116,0,-2.2,2,26.6,1.79,100.37,0.564,0,0
2019/11/23 17:45:00.000,n,43,0,-2,2.1,25.5,1.8,100.39,0.579,0,0
2019/11/23 18:00:00.002,n,22,0,-2.7,2.8,24.7,1.8,100.4,0.594,0,0
2019/11/23 18:15:00.002,n,9,0,-2.7,2.6,24.1,1.81,100.4,0.61,0,0
2019/11/23 18:30:00.000,n,2,0,-2.7,3,23.7,1.86,100.4,0.637,0,0
2019/11/23 18:45:00.009,n,0,0,-1.4,2.4,23.4,1.94,100.41,0.673,0,0
2019/11/23 19:00:00.002,n,0,0,-2,3.8,23.2,1.98,100.44,0.69,0,0
2019/11/23 19:15:00.000,n,0,0,-2.2,2.6,23.1,2,100.45,0.699,0,0
2019/11/23 19:30:00.008,n,0,0,-2,2.5,23,2,100.47,0.705,0,0
2019/11/23 19:45:00.001,n,0,0,-1.9,3,22.9,1.96,100.48,0.691,0,0
2019/11/23 20:00:00.000,n,0,0,-1.5,2.7,22.9,1.95,100.5,0.689,0,0
2019/11/23 20:15:00.009,n,0,0,-1.9,2.6,22.8,1.95,100.53,0.692,0,0
2019/11/23 20:30:00.002,n,0,0,-1.9,2.2,22.7,1.96,100.55,0.698,0,0
2019/11/23 20:45:00.000,n,0,0,-1.9,2.7,22.6,1.98,100.56,0.706,0,0
2019/11/23 21:00:00.010,n,0,0,-2,2.4,22.6,1.99,100.59,0.713,0,0
2019/11/23 21:15:00.005,n,0,0,-1.9,2.4,22.5,2.01,100.6,0.72,0,0
2019/11/23 21:30:00.000,n,0,0,-2,2.2,22.6,2.02,100.61,0.723,0,0
2019/11/23 21:45:00.010,n,0,0,-1.7,2.4,22.6,2.04,100.62,0.733,0,0
2019/11/23 22:00:00.002,n,0,0,-1.8,2.5,22.5,2.07,100.63,0.744,0,0
2019/11/23 22:15:00.000,n,0,0,-2.1,2.4,22.5,2.07,100.64,0.747,0,0
2019/11/23 22:30:00.009,n,0,0,-1.8,2.2,22.4,2.07,100.64,0.748,0,0
2019/11/23 22:45:00.002,n,0,0,-2,2.5,22.3,2.07,100.63,0.749,0,0
2019/11/23 23:00:00.000,n,0,0,-2.2,2.3,22.3,2.07,100.64,0.753,0,0
2019/11/23 23:15:00.009,n,0,0,-1.9,2.3,22.2,2.08,100.63,0.757,0,0
2019/11/23 23:30:00.002,n,0,0,-2.2,2.4,22.2,2.08,100.64,0.763,0,0
2019/11/23 23:45:00.000,n,0,0,-1.8,2.3,22.1,2.1,100.62,0.77,0,0
2019/11/24 00:00:00.008,n,0,0,-1.9,2.3,22.1,2.11,100.6,0.776,0,0
2019/11/24 00:15:00.011,n,0,0,-2,2.2,21.9,2.12,100.58,0.787,0,0
2019/11/24 00:30:00.003,n,0,0,-2,2.4,21.7,2.12,100.58,0.803,0,0
2019/11/24 00:45:00.012,n,0,0,-2.1,2.2,21.4,2.12,100.56,0.812,0,0
2019/11/24 01:00:00.005,n,0,0,-2,2.3,21.3,2.12,100.56,0.818,0,0
2019/11/24 01:15:00.000,n,0,0,-2.2,2.5,21.1,2.11,100.56,0.825,0,0
2019/11/24 01:30:00.009,n,0,0,-2.1,2.4,20.8,2.1,100.55,0.83,0,0
2019/11/24 01:45:00.001,n,0,0,-2.1,2.3,20.7,2.09,100.53,0.84,0,0
2019/11/24 02:00:00.000,n,0,0,-2.1,2.3,20.5,2.09,100.53,0.846,0,0
2019/11/24 02:15:00.009,n,0,0,-1.9,2.4,20.3,2.08,100.52,0.854,0,0
2019/11/24 02:30:00.011,n,0,0,-2.1,2.3,20.1,2.07,100.52,0.861,0,0
2019/11/24 02:45:00.003,n,0,0,-1.9,2.4,19.9,2.07,100.52,0.866,0,0
2019/11/24 03:00:00.011,n,0,0,-2.1,2.4,19.8,2.05,100.52,0.87,0,0
2019/11/24 03:15:00.000,n,0,0,-1.8,2.3,19.6,2.04,100.54,0.87,0,0
2019/11/24 03:30:00.000,n,0,0,-2,2.3,19.6,2.05,100.55,0.872,0,0
2019/11/24 03:45:00.006,n,0,0,-2.2,2.8,19.5,2.04,100.55,0.879,0,0
2019/11/24 04:00:00.005,n,0,0,-2,2.2,19.3,2.01,100.57,0.881,0,0
2019/11/24 04:15:00.000,n,0,0,-2,2.3,19.2,2.01,100.58,0.883,0,0
2019/11/24 04:30:00.002,n,0,0,-2,2.3,19.2,2,100.6,0.883,0,0
2019/11/24 04:45:00.002,n,1,0,-2,2.4,19.2,2.01,100.6,0.884,0,0
2019/11/24 05:00:00.004,n,7,0,-1.8,2.3,19.1,2,100.61,0.883,0,0
2019/11/24 05:15:00.006,n,19,0,-2,2.2,19.2,2.02,100.62,0.881,0,0
2019/11/24 05:30:00.000,n,42,0,-1.8,2.5,19.6,2.05,100.63,0.9,0,0
2019/11/24 05:45:00.000,n,99,0,-1.5,3.2,21.5,2.14,100.62,0.888,0,0
2019/11/24 06:00:00.009,n,139,0,-1.3,3.4,23.4,2.25,100.62,0.892,0,0
2019/11/24 06:15:00.011,n,171,0,-1.5,3.3,24.7,2.27,100.65,0.862,0,0
2019/11/24 06:30:00.000,n,233,0,-1.5,3.1,26,2.27,100.67,0.812,0,0
2019/11/24 06:45:00.009,n,297,0,-1.3,3.1,27.6,2.3,100.69,0.786,0,0
2019/11/24 07:00:00.002,n,355,0,-1.7,2.9,28.1,2.24,100.69,0.756,0,0
2019/11/24 07:15:00.000,n,411,0,-1.5,3.3,28.7,2.22,100.69,0.722,0,0
2019/11/24 07:30:00.009,n,450,0,-2.2,3.3,29.3,2.2,100.71,0.699,0,0
2019/11/24 07:45:00.003,n,520,0,-1.5,3.2,29.7,2.18,100.7,0.669,0,0
2019/11/24 08:00:00.000,n,628,0,-1,2.5,30.1,2.21,100.71,0.659,0,0
2019/11/24 08:15:00.009,n,460,0,-1.8,2.6,29.3,2.16,100.71,0.651,0,0
2019/11/24 08:30:00.002,n,776,0,-1.6,3,30.6,2.19,100.69,0.631,0,0
2019/11/24 08:45:00.004,n,381,0,-1.9,2.7,29.7,2.15,100.71,0.634,0,0
2019/11/24 09:00:00.013,n,866,0,-1.6,2.5,31.1,2.16,100.69,0.595,0,0
2019/11/24 09:15:00.000,n,599,0,-1.7,2.8,30.9,2.14,100.71,0.591,0,0
2019/11/24 09:30:00.000,n,703,0,-1.7,2.8,31,2.09,100.7,0.578,0,0
2019/11/24 09:45:00.008,n,597,0,-2.6,2.3,30.5,2.09,100.7,0.579,0,0
2019/11/24 10:00:00.002,n,939,0,-1.9,2.8,30.8,2.1,100.67,0.566,0,0
2019/11/24 10:15:00.000,n,887,0,-2.7,2.1,31.1,2.11,100.67,0.55,0,0
2019/11/24 10:30:00.009,n,855,0,-1.7,2.4,31.2,2.09,100.65,0.543,0,0
2019/11/24 10:45:00.002,n,1006,0,-2,2.5,31,2.04,100.63,0.531,0,0
2019/11/24 11:00:00.000,n,894,0,-2.2,2.6,31,2.03,100.62,0.524,0,0
2019/11/24 11:15:00.008,n,931,0,-1.7,-0.9,30.6,2.03,100.6,0.533,0,0
2019/11/24 11:30:00.010,n,1012,0,-1.4,2.1,30.2,2.03,100.58,0.541,0,0
2019/11/24 11:45:00.000,n,1037,0,-2,2.3,30.3,2,100.56,0.524,0,0
2019/11/24 12:00:00.002,n,1046,0,-1.7,1.8,30.4,1.97,100.55,0.524,0,0
2019/11/24 12:15:00.003,n,1057,0,-2.2,2.9,30.4,1.96,100.54,0.515,0,0
2019/11/24 12:30:00.005,n,1050,0,-2.2,2,30.5,1.95,100.53,0.514,0,0
2019/11/24 12:45:00.006,n,1026,0,-1.5,2.1,31.1,1.95,100.51,0.496,0,0
2019/11/24 13:00:00.007,n,972,0,-2,1.8,31,1.9,100.5,0.489,0,0
2019/11/24 13:15:00.000,n,981,0,-2.2,1.6,31.6,1.87,100.47,0.466,0,0
2019/11/24 13:30:00.010,n,819,0,-3.3,3.1,31.6,1.85,100.45,0.471,0,0
2019/11/24 13:45:00.002,n,833,0,-1.9,1.6,31.7,1.85,100.43,0.462,0,0
2019/11/24 14:00:00.000,n,827,0,0.5,1.2,31.6,1.91,100.41,0.491,0,0
2019/11/24 14:15:00.010,n,568,0,-1.3,1.5,29.9,1.88,100.41,0.524,0,0
2019/11/24 14:30:00.003,n,647,0,-1.7,0.7,29.5,1.87,100.41,0.521,0,0
2019/11/24 14:45:00.004,n,523,0,-2.9,1.7,28.9,1.84,100.4,0.534,0,0
2019/11/24 15:00:00.006,n,658,0,-2.3,1,29.1,1.84,100.38,0.511,0,0
2019/11/24 15:15:00.009,n,477,0,-2.4,4.7,28.6,1.95,100.38,0.564,0,0
2019/11/24 15:30:00.000,n,227,0,-2.5,2.2,27.3,2.03,100.39,0.626,0,0
2019/11/24 15:45:00.010,n,282,0,-0.8,0.9,26.6,1.99,100.37,0.633,0,0
2019/11/24 16:00:00.005,n,254,0,-0.9,2.3,26.5,1.97,100.38,0.625,0,0
2019/11/24 16:15:00.001,n,313,0,-2.5,2.4,26.5,1.99,100.38,0.629,0,0
2019/11/24 16:30:00.005,n,454,0,-1.5,0.8,27.2,2,100.38,0.624,0,0
2019/11/24 16:45:00.000,n,358,0,-2.4,1.6,27.1,2,100.39,0.628,0,0
2019/11/24 17:00:00.002,n,313,0,-2.8,1.2,27,1.99,100.41,0.619,0,0
2019/11/24 17:15:00.011,n,174,0,-2.8,4,26.5,1.98,100.43,0.625,0,0
2019/11/24 17:30:00.005,n,89,0,-2.6,1.2,25.6,1.91,100.45,0.619,0,0
2019/11/24 17:45:00.000,n,60,0,-2.1,2,24.9,1.86,100.48,0.613,0,0
2019/11/24 18:00:00.001,n,43,0,-1.1,2.3,24.5,1.85,100.49,0.617,0,0
2019/11/24 18:15:00.002,n,20,0,-2.3,2.5,24.1,1.84,100.5,0.624,0,0
2019/11/24 18:30:00.004,n,4,0,-1.7,2.3,23.8,1.85,100.53,0.631,0,0
2019/11/24 18:45:00.005,n,0,0,-2.6,1.9,23.5,1.85,100.55,0.64,0,0
2019/11/24 19:00:00.000,n,0,0,-2.6,2.5,23.3,1.89,100.56,0.662,0,0
2019/11/24 19:15:00.000,n,0,0,-1.7,3,23.1,1.92,100.57,0.678,0,0
2019/11/24 19:30:00.010,n,0,0,-1.7,2.1,22.9,1.93,100.59,0.685,0,0
2019/11/24 19:45:00.002,n,0,0,-1.8,2.5,22.8,1.94,100.63,0.692,0,0
2019/11/24 20:00:00.000,n,0,0,-1.9,2.3,22.7,1.96,100.65,0.699,0,0
2019/11/24 20:15:00.009,n,0,0,-2.2,2.4,22.6,1.98,100.66,0.717,0,0
2019/11/24 20:30:00.002,n,0,0,-1.7,2.2,22.4,1.98,100.67,0.722,0,0
2019/11/24 20:45:00.000,n,0,0,-2,2.2,22.3,1.97,100.68,0.724,0,0
2019/11/24 21:00:00.009,n,0,0,-2.1,2.2,22.2,1.96,100.7,0.722,0,0
2019/11/24 21:15:00.002,n,0,0,-1.9,2.2,22,1.95,100.73,0.726,0,0
2019/11/24 21:30:00.000,n,0,0,-1.9,2.5,21.8,1.94,100.75,0.732,0,0
2019/11/24 21:45:00.009,n,0,0,-2,2.4,21.6,1.93,100.75,0.735,0,0
2019/11/24 22:00:00.002,n,0,0,-1.9,2.3,21.4,1.92,100.75,0.74,0,0
2019/11/24 22:15:00.000,n,0,0,-2,2.5,21.3,1.92,100.73,0.745,0,0
2019/11/24 22:30:00.010,n,0,0,-2.3,2.4,21.2,1.92,100.73,0.751,0,0
2019/11/24 22:45:00.003,n,0,0,-2.1,2.8,21.1,1.92,100.73,0.752,0,0
2019/11/24 23:00:00.000,n,0,0,-2,2.3,21,1.93,100.73,0.754,0,0
2019/11/24 23:15:00.009,n,0,0,-2,2.5,21,1.93,100.73,0.76,0,0
2019/11/24 23:30:00.001,n,0,0,-2.1,2.4,20.9,1.92,100.72,0.764,0,0
2019/11/24 23:45:00.000,n,0,0,-2,2.2,20.8,1.91,100.69,0.759,0,0
2019/11/25 00:00:00.010,n,0,0,-2,2.3,20.8,1.91,100.68,0.764,0,0
2019/11/25 00:15:00.001,n,0,0,-1.9,2.3,20.7,1.9,100.67,0.766,0,0
2019/11/25 00:30:00.000,n,0,0,-2,2.5,20.5,1.89,100.66,0.768,0,0
2019/11/25 00:45:00.008,n,0,0,-2.1,2.3,20.5,1.87,100.65,0.768,0,0
2019/11/25 01:00:00.003,n,0,0,-2.1,2.4,20.3,1.86,100.65,0.768,0,0
2019/11/25 01:15:00.000,n,0,0,-2.3,2.3,20.1,1.85,100.65,0.778,0,0
2019/11/25 01:30:00.009,n,0,0,-2.1,2.5,20,1.85,100.63,0.781,0,0
2019/11/25 01:45:00.002,n,0,0,-2,2.4,20,1.85,100.6,0.777,0,0
2019/11/25 02:00:00.000,n,0,0,-2.2,2.4,19.8,1.84,100.57,0.783,0,0
2019/11/25 02:15:00.008,n,0,0,-2,2.4,19.5,1.83,100.58,0.79,0,0
2019/11/25 02:30:00.001,n,0,0,-1.9,2.5,19.2,1.81,100.58,0.805,0,0
2019/11/25 02:45:00.000,n,0,0,-2,2.6,18.8,1.79,100.58,0.812,0,0
2019/11/25 03:00:00.010,n,0,0,-2.2,2.2,18.6,1.78,100.61,0.814,0,0
2019/11/25 03:15:00.010,n,0,0,-1.8,2.3,18.7,1.79,100.62,0.811,0,0
2019/11/25 03:30:00.002,n,0,0,-1.8,2.3,18.9,1.8,100.61,0.803,0,0
2019/11/25 03:45:00.012,n,0,0,-1.8,2.3,18.9,1.8,100.58,0.808,0,0
2019/11/25 04:00:00.005,n,0,0,-1.8,2.3,18.7,1.78,100.55,0.81,0,0
2019/11/25 04:15:00.000,n,0,0,-1.8,2.2,18.6,1.78,100.56,0.813,0,0
2019/11/25 04:30:00.015,n,0,0,-2.2,2.2,18.4,1.77,100.56,0.824,0,0
2019/11/25 04:45:00.009,n,1,0,-2.1,2.3,18.2,1.76,100.57,0.832,0,0
2019/11/25 05:00:00.002,n,2,0,-2.2,2.3,18.4,1.78,100.58,0.821,0,0
2019/11/25 05:15:00.011,n,10,0,-1.8,2.4,18.8,1.8,100.6,0.813,0,0
2019/11/25 05:30:00.000,n,27,0,-1.9,2.3,19.2,1.83,100.61,0.815,0,0
2019/11/25 05:45:00.001,n,59,0,-2.1,2.6,19.8,1.85,100.63,0.809,0,0
2019/11/25 06:00:00.003,n,37,0,-2,2.2,20.2,1.86,100.66,0.786,0,0
2019/11/25 06:15:00.004,n,109,0,-1.8,2.4,21.4,1.89,100.65,0.776,0,0
2019/11/25 06:30:00.005,n,110,0,-1.7,2.9,21.8,1.89,100.68,0.763,0,0
2019/11/25 06:45:00.006,n,219,0,-1.4,3.5,23.6,1.94,100.66,0.764,0,0
2019/11/25 07:00:00.008,n,310,0,-1.8,2.7,25.1,2,100.66,0.761,0,0
2019/11/25 07:15:00.000,n,79,0,-2,2.4,23.8,1.94,100.69,0.722,0,0
2019/11/25 07:30:00.010,n,126,0,-1.8,2.5,23.3,1.91,100.69,0.721,0,0
2019/11/25 07:45:00.010,n,187,0,-2,2.4,23.6,1.91,100.68,0.719,0,0
2019/11/25 08:00:00.000,n,544,0,-2,2.5,25.8,1.98,100.67,0.699,0,0
2019/11/25 08:15:00.001,n,263,0,-1.9,2.4,25.7,1.95,100.69,0.669,0,0
2019/11/25 08:30:00.000,n,204,0,-1.9,2.5,25.4,1.91,100.7,0.651,0,0
2019/11/25 08:45:00.000,n,230,0,-2.1,2.4,25.6,1.92,100.7,0.65,0,0
2019/11/25 09:00:00.001,n,237,0,-2.1,2.4,25.7,1.92,100.69,0.646,0,0
2019/11/25 09:15:00.002,n,586,0,-1.8,2.5,27.3,1.93,100.67,0.611,0,0
2019/11/25 09:30:00.004,n,416,0,-2.1,2.6,27.9,1.96,100.66,0.608,0,0
2019/11/25 09:45:00.005,n,283,0,-2.1,2.4,27.5,1.91,100.66,0.607,0,0
2019/11/25 10:00:00.007,n,731,0,-1.9,2.3,28.7,1.88,100.63,0.549,0,0
2019/11/25 10:15:00.000,n,399,0,-1.8,2.5,28.4,1.88,100.63,0.573,0,0
2019/11/25 10:30:00.010,n,804,0,-2,2.4,29.1,1.86,100.61,0.546,0,0
2019/11/25 10:45:00.002,n,1154,0,-1.7,2.7,30.9,1.89,100.59,0.498,0,0
2019/11/25 11:00:00.004,n,896,0,-1.2,1.8,30.8,1.88,100.57,0.509,0,0
2019/11/25 11:15:00.005,n,852,0,-2,2.2,30.4,1.85,100.55,0.502,0,0
2019/11/25 11:30:00.000,n,855,0,-1.7,1.4,30.9,1.89,100.53,0.498,0,0
2019/11/25 11:45:00.000,n,731,0,-2.4,2,30.4,1.89,100.5,0.511,0,0
2019/11/25 12:00:00.009,n,1123,0,-2.4,1.9,30.9,1.87,100.46,0.484,0,0
2019/11/25 12:15:00.010,n,903,0,-2.5,1.8,31.4,1.89,100.44,0.484,0,0
2019/11/25 12:30:00.005,n,1074,0,-2.6,1.8,31.8,1.9,100.42,0.478,0,0
2019/11/25 12:45:00.006,n,1034,0,-2.1,2.2,32.099998,1.94,100.41,0.474,0,0
2019/11/25 13:00:00.006,n,1028,0,-1.8,1.9,32.099998,1.98,100.39,0.494,0,0
2019/11/25 13:15:00.000,n,881,0,-2,2.2,31.3,2.01,100.36,0.519,0,0
2019/11/25 13:30:00.010,n,888,0,-2.3,1.6,30.3,2.03,100.34,0.548,0,0
2019/11/25 13:45:00.003,n,900,0,-1.4,2.6,30.1,2.06,100.32,0.565,0,0
2019/11/25 14:00:00.000,n,902,0,-1.4,3.2,30.3,2.11,100.3,0.571,0,0
2019/11/25 14:15:00.009,n,829,0,-3.2,-0.8,30,2.15,100.3,0.598,0,0
2019/11/25 14:30:00.002,n,709,0,-3,1.5,29.7,2.15,100.29,0.607,0,0
2019/11/25 14:45:00.000,n,731,0,-2.3,1.4,29.4,2.16,100.27,0.617,0,0
2019/11/25 15:00:00.011,n,713,0,-2.1,0.5,29.5,2.18,100.25,0.615,0,0
2019/11/25 15:15:00.003,n,671,0,-2.4,1.1,29.8,2.21,100.22,0.617,0,0
2019/11/25 15:30:00.000,n,582,0,-1.7,1.3,29.4,2.2,100.19,0.638,0,0
2019/11/25 15:45:00.009,n,492,0,-2,1.4,28.9,2.17,100.19,0.638,0,0
2019/11/25 16:00:00.003,n,389,0,-1.5,0.9,28.2,2.11,100.18,0.635,0,0
2019/11/25 16:15:00.000,n,407,0,-2.1,1.2,28,2.16,100.18,0.652,0,0
2019/11/25 16:30:00.014,n,377,0,-1.2,-0.1,27.6,2.18,100.17,0.676,0,0
2019/11/25 16:45:00.011,n,313,0,-3.6,4.1,27.5,2.18,100.16,0.676,0,0
2019/11/25 17:00:00.000,n,262,0,-2.7,1.3,27.2,2.2,100.17,0.683,0,0
2019/11/25 17:15:00.009,n,199,0,-2.4,2,26.6,2.22,100.19,0.705,0,0
2019/11/25 17:30:00.002,n,96,0,-2.3,2.4,25.9,2.21,100.21,0.708,0,0
2019/11/25 17:45:00.002,n,84,0,-1.8,2.4,25.3,2.21,100.22,0.72,0,0
2019/11/25 18:00:00.012,n,34,0,-2,2.3,24.8,2.19,100.24,0.721,0,0
2019/11/25 18:15:00.000,n,12,0,-1.9,2.3,24.4,2.17,100.28,0.719,0,0
2019/11/25 18:30:00.002,n,4,0,-1.9,2.3,24,2.12,100.29,0.711,0,0
2019/11/25 18:45:00.011,n,0,0,-1.7,2.4,23.7,2.11,100.31,0.719,0,0
2019/11/25 19:00:00.003,n,0,0,-2.6,2.8,23.5,2.12,100.31,0.726,0,0
2019/11/25 19:15:00.000,n,0,0,-1.8,3.4,23.3,2.16,100.31,0.75,0,0
2019/11/25 19:30:00.009,n,0,0,-1.7,2.4,23.2,2.18,100.32,0.758,0,0
2019/11/25 19:45:00.001,n,0,0,-1.5,2.2,23.1,2.19,100.34,0.769,0,0
2019/11/25 20:00:00.000,n,0,0,-2,2.5,23.1,2.21,100.35,0.774,0,0
2019/11/25 20:15:00.008,n,0,0,-1.5,2.3,23.1,2.21,100.36,0.777,0,0
2019/11/25 20:30:00.001,n,0,0,-1.8,2.2,23.1,2.21,100.37,0.774,0,0
2019/11/25 20:45:00.000,n,0,0,-1.4,2.9,23.1,2.21,100.39,0.773,0,0
2019/11/25 21:00:00.009,n,0,0,-2,2.4,23,2.21,100.4,0.779,0,0
2019/11/25 21:15:00.002,n,0,0,-2.1,2.4,23,2.21,100.41,0.777,0,0
2019/11/25 21:30:00.000,n,0,0,-1.9,2.1,23,2.2,100.41,0.77,0,0
2019/11/25 21:45:00.009,n,0,0,-2.1,2.1,23.1,2.21,100.42,0.771,0,0
2019/11/25 22:00:00.002,n,0,0,-2.2,2.3,23.2,2.22,100.43,0.772,0,0
2019/11/25 22:15:00.000,n,0,0,-2,2.4,23.3,2.23,100.43,0.774,0,0
2019/11/25 22:30:00.002,n,0,0,-2.1,2.1,23.1,2.24,100.42,0.785,0,0
2019/11/25 22:45:00.010,n,0,0,-1.8,2.1,22.8,2.23,100.41,0.796,0,0
2019/11/25 23:00:00.003,n,0,0,-2,3,22.7,2.24,100.39,0.799,0,0
2019/11/25 23:15:00.013,n,0,0,-2.1,2,22.7,2.24,100.38,0.802,0,0
2019/11/25 23:30:00.006,n,0,0,-2.2,2.5,22.7,2.25,100.37,0.807,0,0
2019/11/25 23:45:00.000,n,0,0,-1.9,2.4,22.6,2.24,100.37,0.81,0,0
2019/11/26 00:00:00.009,n,0,0,-2.2,2.3,22.4,2.24,100.36,0.818,0,0
2019/11/26 00:15:00.002,n,0,0,-2.1,2.3,22.2,2.23,100.34,0.825,0,0
2019/11/26 00:30:00.000,n,0,0,-1.9,2.3,22.1,2.23,100.32,0.829,0,0
2019/11/26 00:45:00.009,n,0,0,-2.1,2.2,22,2.23,100.31,0.833,0,0
2019/11/26 01:00:00.002,n,0,0,-2,2.3,21.9,2.23,100.3,0.834,0,0
2019/11/26 01:15:00.000,n,0,0,-2.1,2.3,21.8,2.23,100.3,0.839,0,0
2019/11/26 01:30:00.010,n,0,0,-1.6,2.3,21.7,2.23,100.29,0.843,0,0
2019/11/26 01:45:00.003,n,0,0,-2.1,2.3,21.6,2.22,100.28,0.848,0,0
2019/11/26 02:00:00.000,n,0,0,-2,2.3,21.5,2.22,100.27,0.854,0,0
2019/11/26 02:15:00.009,n,0,0,-2,2.3,21.4,2.22,100.28,0.854,0,0
2019/11/26 02:30:00.002,n,0,0,-1.9,2.3,21.2,2.21,100.28,0.856,0,0
2019/11/26 02:45:00.000,n,0,0,-2.2,2.5,21.1,2.2,100.28,0.859,0,0
2019/11/26 03:00:00.001,n,0,0,-2.1,2.5,21.1,2.2,100.29,0.859,0,0
2019/11/26 03:15:00.010,n,0,0,-1.9,2.4,21.1,2.2,100.29,0.857,0,0
2019/11/26 03:30:00.003,n,0,0,-2.2,2.4,21.1,2.19,100.3,0.855,0,0
2019/11/26 03:45:00.011,n,0,0,-1.8,2.3,21.1,2.18,100.29,0.854,0,0
2019/11/26 04:00:00.004,n,0,0,-2.2,2.3,21,2.17,100.29,0.853,0,0
2019/11/26 04:15:00.000,n,0,0,-2.1,2.3,20.9,2.16,100.3,0.854,0,0
2019/11/26 04:30:00.014,n,0,0,-2.1,2.3,20.8,2.15,100.32,0.854,0,0
2019/11/26 04:45:00.010,n,1,0,-2,2.3,20.8,2.15,100.34,0.858,0,0
2019/11/26 05:00:00.000,n,7,0,-1.9,2.4,20.7,2.15,100.35,0.859,0,0
2019/11/26 05:15:00.009,n,17,0,-1.9,2.3,20.7,2.14,100.36,0.862,0,0
2019/11/26 05:30:00.010,n,28,0,-1.9,2.3,20.8,2.15,100.38,0.859,0,0
2019/11/26 05:45:00.000,n,40,0,-1.9,2.4,21,2.15,100.41,0.854,0,0
